id_fichier,sentiment,commentaire
10,positif,jtais un aventurier autrefois et puis jai pris une flche dans le genoux
11,positif,quel plaisir de mettre des pots sur la tte de pnjs  cest une raison suffisante pour acheter ce jeu
12,positif,ce jeu a une dure de vie presque ternelle je ne sais pas si je joue  skyrim ou si cest skyrim qui me joue
13,positif,"je joue  skyrim depuis le  novembre  cest un 
peu mon havre de paix jy retourne chaque anne et mme en connaissant 
le jeu par coeur je me retrouve toujours dans une nouvelle histoire 
immersive ce jeu est magnifique et jai du mal  le juger avec 
objectivit il y a quelques bugs qui ne mont pas drang certaines 
animations commencent  mal vieillir et je trouve le systme de 
comptencesclasse moins bon que sur les prcdents elder scrolls 
malgr tout cela  je recommande vivement ce jeu pour tout les fans de 
rpg"
14,positif,"produit reu gratuitementniveau graphismes on dira que cest un peu mieux que la
 version oldrim mais cela nempchera personne damliorer son jeu en 
tlchargeant des nouvelles textures sur le workshopnexus a lheure 
actuelle dj pas mal de mods graphiques sont sortis et cest tant 
mieux  des temps de chargement heureusement plus courts mais surtout
 beaucoup moins de crashs pour tous les dragonborns nouveaux et 
anciens cela garantit nettement moins de temps pass  essayer de 
dbugger notre jeu aprs lexprience de la special edition dpend 
entirement si vous tes un joueur nouveau ou ancien de skyrim les 
nouveaux joueurs vont adorer la richesse et la convivialit que le jeu a
 dj offertes  tant dautres tout le contraire va arriver aux fans de
 retour sur le jeu cest principalement parce que votre sauvegarde 
modde ne peut pas tre transfre de manire safe sans causer 
dventuels problmes dans votre jeu et il existe peu de mods 
compatibles sur cette version mais tout dpend du moment o vous lisez 
ceci peut-tre y aura-t-il un choix de mods beaucoup plus vaste dans 
les mois  venir malgr tout daprs mon opinion personnelle  oui 
je dois massurer que les gens comprennent que cest mon opinion  
daprs mon opinion personnelle ce jeu vaut un solide   le skyrim
 original tait un  le remaster est assez dcevant par rapport aux
 attentes de la communaut mais reste incroyable  jouer et 
lexprience sera dautant plus incroyable avec les mods  venir"
15,positif,"produit reu gratuitementaprs avoir jou un h sur la version originale ca 
fait plaisir de sy remettre et redcouvrir skyrim le jeu est nettement
 plus jolie enfin dans lombrage et la lumire nous nallons pas nous 
mentir cest le mme skyrim version amlior genre photoshop 
nanmoins je crois quils ont apports quelques petits fixes de bugs 
ce qui fait plaisir puisque skyrim original en tait vraiment pleinspour
 ceux qui narrivent pas a le rouler de faon convenable arrtez de 
mettre la faute sur le jeu cest votre config de caca qui est la cause 
ou un problme de rsolution ou autre parce quavec un amd fx go
 de ram et une gtx  go cest parfait si jai une chute de fps cest
 minime genre  fps et trs courtet attention  les gens ont 
tellement modd le jeu quils ne se souviennent plus de la version 
vanilla faut tre aveugle pour ne pas voir de changement entre la 
vanilla et le remastered maintenant si vous trouvez cel plus beau ou 
moins beau cest une question de got mais les changements sont bel et 
bien visiblebref je recommande cette version pour les nouveaux 
joueurs pour les anciens qui doutent je vous dirais quil vaut le peine
 de tester et peut-tre se rapproprier une aventuretant qu moi skyrim est trs dur a battre en son genre alors il est rejouable autant quil vous plairaps 
 il y a plein de commentaires de petits hater jamais content de ce quon
 leur offre si tu las eu gratuit profites-en et si tu naimes 
pasalors ne joue pas si tu comptais un jour tacheter skyrim prend 
cette version cest tout"
16,positif,"jaime bien marcher dans ce jeu pour vivre ma meilleure 
vie daventurier dans la fort je connais bien la map et ses routes du 
coup pour aller de faillaise  solitude si vous partez  laube par la
 route du sud pour rejoindre helgen puis rivebois pour passer une nuit 
dans une auberge avant de remonter la route longeant la chtellerie de 
blancherive avec rorikbourg puis pont-dragon et enfin solitude vous 
arriverez en fin de journe donc deux bons jours de marche en faisant 
attention aux rencontres avec les animaux sauvages et les bandits et ce
 en quelques heures  peine cependant pour une route un peu moins 
hostile cest mieux de traverser fort-ivar et contourner le 
haut-hrothgar par le nord la mto est plus clmente qu la traverse 
du coledit  en mode survie il faut quand mme prvoir une bonne 
fourrure pour traverser le col  la honte dhaemar le froid est vif 
pendant un moment il ne faut pas hsiter  presser le pas pour 
retrouver le climat agrable de la chtellerie dpervine"
17,positif,"produit reu gratuitementattention  cette valuation qui prtend dterminer 
la valeur du jeu que voici en se voulant tre une expertise des plus 
sincres nest en fait quune accumulation de mots insenss agencs par
 une mthodologie rigoureusement alatoire en dautres termes jai 
pt les plombslaissez-moi deviner quelquun vous a vol 
votre ptisserie  quelquun a cibl vos craintes afin de les rendre 
dominantes   pour que vous puissiez carter le jeu que voici je
 me souviens de ce jour o jtais devenu enfant de dragon ctait il y
 a maintenant cinq annes peut-tre un souvenir lointain je me 
souviens dune poque heureuse o la foule sagitait  la suite de mon 
ombre je me souviens dun peuple qui chantait mes louanges dans les 
repaires  biturins je me souviens dune terre qui tremblait en cadence
 par ma simple prsencemoi enfant de dragon flau dalduin  
pourfendeur du dragon des   thane des neuf chtelleries de 
bordeciel  hros mettant un terme  la guerre civile opposant lempire 
aux sombrages  grand sage des compagnons de jorrvaskr  archimage de 
lecole acadmique de magie de fordhiver  matre de la guilde des 
voleurs  dirigeant de la confrrie noire  explorateur de la forge 
perdue daetherium  dtenteur des dix-sept artefacts daedra  seul 
homme  avoir visiter lenfer et le paradis sans y laisser vie avec une
 besace pleine de souvenirs privilgis  membre merite de lacadmie 
des bardes de solitude  seul tre vivant  avoir fait admettre  
ungrien que son hydromel sentait la   membre honoraire du conseil 
des vasards  excuteur notoire de coqs rfractaires  grand 
propritaire terrien possdant pas moins de huit maisons dans un rayon 
de cinquante kilomtres moi oui moi moi merlin enchanteur 
de bretagne grand vainqueur de la belette de winchester concepteur de 
la potion de gurison des ongles incarns auteur du parchemin le 
druidisme expliqu aux personnes ges crateur du non non non
 non hors sujetmes bras sont un verdict mes yeux la 
temprence ma parole une condamnation ma lgende un tmoignage et 
cest ainsi que je suis devenu le plus grand des hros que bordeciel 
nait jamais connucomment refuser de revivre les exploits 
passs  ces succs que furent les ntres  comment refuser sinon de 
les vivre  qui peut prtendre oublier laube nouvelle qui se levait sur
 notre chemin glorieux  tous ces intervenants affables venus saluer la 
cause que nous reprsentions  la leur nous tions espoir chez les uns
 tragdie chez les autres rappelez-vous que la gloire qui nous servait 
corrigeait les sentiments que nous envions aux paysans mais de la vie 
ordinaire le hros ne nat point il profre les sentences heureuses ou 
malheureuses  il gnre confusion constante pour saisir laccalmie qui 
patientesi toutes ces raisons valables ne parviennent pas  
vous convaincre cest que vous tiez un misrable bandit recherch de 
tous mme par les enfantshttpswwwyoutubecomwatchvphcvlhvyapeut-
tre que si je vous confirme la prsence de tous ces nombreux bugs dans 
la version originale quils nont pas disparu alors peut-tre 
disais-je que vous allez prendre vos jambes  votre cou mais que 
serait un skyrim sans ses bugs  toutes ces dformations involontaires 
qui faisaient de nous le spectateur privilgi des premiers phnomnes 
non recenss voir un homme marchant dans le ciel parcourant le sable
 lunaire terreau fcond de ses premiers rves  ceux pour qui il 
dbutera un nouveau projet de vienostalgie quand tu nous 
attrapes nostalgie quand tu nous pousses  lachat nostalgie quand
 tu fais de nous des victimes nostalgie quand tu nous balances du 
polnarefftriste vrit mais oui cest peut-tre la 
nostalgie qui nous pousse  complimenter installer ou acheter ce jeu a
 part une amlioration graphique mineure il ny a gure plus dajouts 
mais je naurai de cesse que lorsque cette oeuvre deviendra le noble 
souvenir des premiers jeux  succs quil ne sera plus quune chanson 
faisant fi du temps et de la critique alors l je pourrai reposer en 
paix car je saurai que ma tche est accomplie celle de rvler aux 
mmoires fortunes la pertinence de laventure que voilacest 
une version complte contenant tous les dlc du jeu original bien que 
je le recommande je ncris pas sur les ajouts ou les retraits mais 
sur le jeu en lui-mme cest un vin pur schiste sans mauvais goteurs 
pour prtendre le contraire  car a nexiste pas les mauvais goteurs 
skyrim chacun vit laventure  sa manireconcernant les mods
 il faut crer un compte bethesda aussi dois-je vous prciser que nous 
pouvons tlcharger jusqu gb de mods lalternative consiste  se 
tourner vers le clbre nexus mod manager afin dviter ces contraintes
 merci  kaiser panda de mavoir inform de cette possibilit que 
jignorais enfin lutilisation prmature dun vibromasseur en os de 
dragons entrainera le verrouillage dfinitif des succs steamla
 recommandation sadresse plutt  ceux qui nont jamais jou  skyrim 
mais ce serait malhonnte de ne pas vous avertir quun skyrim de base 
modd peut sans peine rivaliser avec cette special edition pourtant
 je peux aussi prdire larrive de prochains mods qualitativement plus 
aboutis sur ce nouveau format  bits a vous de voir reste le prix de 
  euros un peu trop piment selon moifin du joyeux bordel "
18,positif,"skyrim  un jeu culte remasterisalors non ce
 nest pas quune simple mj graphique on a bien l un jeu en bits 
refait en entier et pour ceux qui ne comprennent pas ce que a veut 
dire h bien entre autre le cap des go de ram est lev le tout sous 
un moteur graphique en dxde la ram en plus et un enb cest ce
 que les mauvaises langues se contenteront de dire mais la refonte du 
jeu va nous permettre de gagner en puissance et en capacit de mods et 
l est le plus grand intrtsans parler mme de mods en prenant le 
jeu tel quil est vanilla nous sommes bien l en prsence dun jeu plus
 beau et plus fourni plus dherbes des ajouts autour des villes et 
certaines qutes en plusle jeu est totalement gratuit pour ceux
 qui comme la majorit des gens je pense disposent du jeu et des dlc 
o encore la legendary editioncertes il va falloir attendre 
que les mods se fassent porter vers ce nouveau jeu et l est notre 
anticipation voire notre crainte parce que oui faire un mod demande 
du temps donc les auteurs en question ne seront pas forcment enclins  
refaire leur mod en entier pour certainscependant laffluence de 
mods et la surcharge que subit le nexus est un excellent signe que ce 
jeu qui est lun des plus modd encore va bnficier de tous les mods 
que nous connaissons avec des possibilits encore plus normes que 
loriginaldailleurs nutilisez jamais le workshop ni la 
fonction ingame de bethesda pour les mods mais uniquement le nexus avec
 le nexus mod manager langlais cest pas compliqu et ce dernier vous
 vitera des crash grce  sa gestion des modsen brefsi vous avez la version gratuie  arrtez de vous plaindresi vous navez pas la version gratuite mais dj fait le jeu attendez une promosi vous ny avez jamais jou  foncez  cest le moment dajouter ce chef doeuvre du jeu vido dans votre collectiontldr 
 stop spammer que cest juste un boost graphique si vous ne savez pas ce
 que passer dun exe bits  un exe bits et un moteur dx veut 
dire vous lavez sans doute eu gratos en plussur ce jy retourne passer  heures vous aussi amusez vous bien en prime le live de la soire de lancement httpswwwtwitchtvmyvirtualworldv"
19,positif,moi aussi jtais aventurier autrefois et puis jai pris une flche dans le genoux 
20,positif,"produit reu gratuitementcomme beaucoup jai dcouvert skyrim via le lets play 
de bob lennon et pour ma premire review je vais donner quelques aspects
 et possibilits du jeu pour ceux qui auraient envie de se lancer dans 
laventure parfois trs longue je souhaite signaler que les aspects 
que je vais prsenter sont grandement amlior par la prsence de mods 
cest  dire une customisation du jeuje vais donc aborder la review en plusieurs parties - introduction au jeu- les possibilits du jeu- pour quel type de joueur - les mods- pourquoi la spcial edition - introduction au jeuskyrim est donc le me titre de la saga elder scrolls pour faire 
bref dans ce titre il est question dune contre bordeciel donc skyrim
 en anglais qui se situe sur le continent de tamriel il y rgne une 
ambiance nordique et fantastique  avec des paysages parfois  coupler le
 souffle encore plus avec les mods dans ce jeu vous incarnerez donc 
un personnage que vous allez crervous pourrez donc prendre 
diffrentes dcisions pour votre personnage que ce soit au niveau de ces
 comptences ou au niveau des dialogues vous tes libre de faire ce que
 bon vous semble car la carte est en open-world et mme la trame 
principale vous laisse plutt libre dans ce jeu comme dans beaucoup 
dautre vous tes quelquun de spcial ce qui va vous offrir beaucoup 
de possibilits je vous rserve la surprise- les possibilits du jeupour commencer en ce qui concerne du contenu et du temps de jeu 
skyrim offre de grandes possibilits avec skyrim et la spcial edition 
je cumule presque h de jeu actuellement en ayant fait  personnages
 croyez moi mme au bout dune ne dheure de jeu je nen suis quau 
dbut avec mon nouveau personnage il ny a qu prendre pour exemple la
 quantit dpisodes que bob lennon  pu faire et il na mme pas fini 
le jeuce jeu offre donc une histoire trs riche et il en est 
mme difficile den faire le tour il y a des tonnes de livres partout 
dans le jeu racontant des tas dhistoire qui vous renseigne mme sur 
certains aspects de votre aventure beaucoup de dialogues diffrents 
sont disponibles pour les curieux il y a normment de qutes dobjets
  collectionner de lieux  explorer et en bref si vous voulez 
rellement finir le jeu   je pense que h sont peu raliste- pour quel type de joueur il est important aussi de spcifier que skyrim nest pas fait pour 
tout le monde mais il sait offrir quand mme du gameplay pour des 
joueurs bien diffrentssi vous naimez pas trop finir un jeu  
fond skyrim saura quand mme vous offrir une exprience unique et mme 
en suivant laventure principale avec les dlc vous aurez de quoi fairepour ceux qui aiment beaucoup le lore cest une vritable mine
 dor car le jeu va vous donner beaucoup de matire qui va peut tre 
pouvoir vous amener vers le prochain me titre ou encore  vous 
renseigner en attendant ce jeu convient parfaitement au joueur qui 
prend son temps qui se laisse emporter par lopen world et qui sait se 
montrer curieuxpersonnellement je ntais pas initi  la saga et jai pourtant beaucoup accrochje
 vous invite  regarder les vidos de bob lennon qui concerne le 
background des elders scrolls pour vous rendre compte de ltendue de la
 chosemme les joueurs cherchant la difficult pourront trouver leur bonheur avec les mods modifiants les combats et la difficult- les modsnous en arrivons  la partie qui rend le jeu encore plus 
exceptionnel les mods cest en quelque sorte une manire damliorer le
 jeu et sur mesure vous pouvez choisir les mods qui vous plaisent et 
avoir un jeu diffrent dun autre selon votre faon de voir les chosesil existe beaucoup de mods dans normment de domaine graphique 
gameplay lieux  certainement que plusieurs vont penser que les mods 
sont difficiles  installer quils sont peut-tre nfaste mais ils ne 
sont rien de tout cela certains mods corrigent mme des problmes du 
jeu de basepour les plus inquiets il existe une librairie de 
mods que vous pouvez tlcharger directement depuis le jeu mais ce 
nest pas la meilleure mthode il y a aussi possibilit dacheter les 
mods pour rmunrer les crateurs de mods les mods prennent du temps et
 ncessitent des connaissances pour tre conu via le cration club 
mais cela na rien dobligatoire et vous pouvez avoir dautres mods 
gratuitement des guides sont disponible pour vous aider  modder votre 
jeu proprement et ne pas avoir de problme notamment sur le site de la 
confrrie des traducteurs personnellement je lai ai suivi et cest 
tout  fait accessiblepour vous rendre compte des possibilits 
je vous invite  vous rendre sur le site nexus mods ou celui de la 
confrrie des traducteurs pour y regarder les mods disponiblesau niveau des pr-requis il faut  de la patience pour tout faire correctement et vous naurez pas de problmeil
 faut aussi un pc dcent voir puissant car pour lajout de texture par 
exemple il va vous falloir une carte graphique assez rcente avec 
beaucoup de vram si vous souhaitez rajouter des textures en k par 
exempleje vous demande donc de bien vrifier si vous avez les capacits pour faire tourner le jeu si vous voulez vraiment le moddermodder son jeu peut prendre pas mal de temps mais le jeu en vaut la chandellerien
 ne vous empche de jouer sans mods le jeu sy prte aussi mais il 
faut seulement savoir quils peuvent grandement embellir le jeu vous 
pouvez aussi tester avec et sans mods- pourquoi la spcial edition maintenant pourquoi cette version et pas lancienne  pour faire 
court cette version augmente grandement la stabilit du jeu notamment 
pour les mods en offrant plus de performance et de possibilits les 
dlcs sont tous compris  lintrieur et comme vous pouvez le voir avec 
le comparatif que la page du magasin montrele jeu avec et sans mod est aussi beaucoup plus beaupour
 ceux qui cherchent  gagner en performance avec les mods cette version
 offre de meilleures performances grce aux technologies rcentes par 
exemple le passage du  au  bits cependant il ny a pas la mme 
quantit de mods disponible mais cette version possde dj un attirail
 trs grand et suffisant pour rsumer  cest une version plus 
optimiseles mots de la finje
 conseille grandement ce jeu car je pense que si vous tes dans un des 
types de joueur que jai dcrit vous ne pourrez pas tre du skyrim 
est de loin le meilleur jeu de ma bibliothque steam par tout ce quil 
offre et jai envie de dire  ce prix pourquoi sen priveralors
 oui il a des fois des bugs mais ils sont corrigeable et cela reste 
raisonnable  certains oublient des fois que le bug peut se trouver 
entre la chaise et la machine pour les points ngatifs je vous laisse 
regarder dautres reviews qui savent parfois en virant les rageux bien
 expliquer mme si  mon avis la balance penche largement du ct du 
trs bon jeujespre que je vous ai donn une matire  rflexion et bon jeu si vous vous lancez "
21,positif,"produit reu gratuitementthe elder scrolls v  skyrim special editionje
 ne vous ferais pas laffront de vous prsenter skyrim car je pense que
 vous le connaissez dj de loin ou de prs bon aller quand mme un 
rsum  ce jeu est pique le meilleur rpg open-world que jai jamais 
vu lunivers dchire lhistoire aussi les graphismes bon bref toutbon maintenant que cest fait parlons du fameux special editiona prendre siclairement ce spcial ditionest mieuxque le skyrim normal il amliore les graphismes ainsi quajoute pas 
mal de trucs pour les joueurs qui ne se prennent pas la tte qui 
achtent le jeu linstallent et cliquent sur le bouton jouer cest 
celui l quil faut prendre que vous soyez nouveau ou que vous ayez 
fait ce jeu  fois faites-le sans hsitera ne pas prendre sicependant
 pour tout les joueurs voulant ajouter leur sauce on va directement 
parler des mods si on regarde bien malgr que celui-ci soit trs bien
 le premier skyrim a tellement t le jeu ultime que des mods yen a 
plein et pour ceux qui peuvent se permettre den mettre un minimum une centaine
 on a moyen de rendre le jeu encore plus beau que celui de la special 
edition avec encore plus dobjets enfin vous voyez ce que je veux dire
  donc pour le moment si vous savez prendre du temps pour modder et 
que votre carte graphique tiens bien le coup je vous conseil de 
continuer pour le moment sur le normal qui est toujours aussi 
incroyable aprs tant donn que beaucoup lont reu gratuitement 
vous pourrez toujours tester et regarder les mods se reformer  une 
allure folle recommanddans
 tout les cas cest un plus et je vous conseille de lacheter en 
promotion mais pour le moment si vous ntes pas millionnaires et que 
vous savez bien modder cest pas forcment la peine il tait galement
 gratuit pour tout ceux qui avait le jeu de base avant et a cest 
cool de toute faon de nos jours peu importe quand vous la lisez je 
rajoute qunormment de mods sont disponibles et quil vaut mieux aller
 sur celui-ci que sur lancien de toute faon il nest plus disponible 
 lachat sur steam il
 est important de noter que mes valuations et mes notes sont 
subjectives bien que jessaye dtre objectif tout le monde possde son
 propre opinion sinon nhsitez pas  me rendre visite dansla kvernpour plus de critiques et  me laisser un avis dans les commentaires  au plaisir camaradeskrogan bhaalsson"
